B1	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B2	B20	B21	B22	B23	B24	B25	B26	B27	B28	B3	B32	B33	B34	B4	B5	B6	B7	B8	B9
B4U62_13890	1230	2380	2278	2169	2877	2723	2169	2083	1703	2675	2068	1330	1545	1721	2029	355	342	285	608	582	29	1159	647	497	795	960	989	1000	1818	1120	1728
B4U62_13895	102	457	464	465	482	478	427	650	620	902	703	104	418	459	510	272	309	53	142	145	5	97	73	77	190	81	70	85	139	105	145
B4U62_13900	87	439	398	393	698	686	490	809	584	863	742	86	921	973	739	79	73	32	116	104	6	63	34	26	44	48	48	58	111	60	128
B4U62_13905	601	2655	2315	2324	3923	3806	3034	3827	3689	5205	3969	747	3425	3490	3655	46	35	85	331	436	28	586	86	74	170	248	291	265	738	446	693
B4U62_13910	4	22	12	12	21	34	27	31	45	35	20	2	14	23	26	0	1	0	1	3	0	4	0	2	2	1	1	1	3	3	3
B4U62_13915	114	194	200	147	239	242	152	186	176	272	185	113	157	187	163	17	16	24	58	62	9	96	792	575	1062	85	85	84	82	70	61
B4U62_13920	198	325	285	254	355	315	277	273	270	344	315	219	365	367	286	27	22	49	139	177	26	158	1581	1247	2204	137	149	121	162	120	151
B4U62_13925	70	128	113	113	136	114	91	94	90	143	80	75	97	99	78	5	6	6	60	49	9	53	529	422	692	36	37	37	38	27	24
B4U62_13930	258	371	259	341	121	120	104	75	66	106	52	276	49	31	20	2	2	8	44	34	7	222	63	43	111	68	126	130	553	292	250
B4U62_13935	84	1484	1190	1510	2930	3300	2082	2538	2364	3472	1655	75	2243	1760	2267	63	51	59	176	285	41	56	30	37	80	27	40	28	81	37	68
B4U62_13940	413	478	523	469	924	784	689	476	468	614	824	396	748	648	1286	70	74	138	446	523	73	374	39	65	224	55	103	76	219	128	218
B4U62_13945	1342	3044	2984	3294	3415	3353	2461	1637	1620	2358	2750	1761	1389	1456	1925	239	240	513	1323	2316	135	1498	2049	1743	1944	1072	1434	1366	3151	2017	2285
B4U62_13950	202	277	253	206	246	197	172	207	134	200	201	264	136	155	256	6	4	16	69	106	8	184	58	50	94	62	122	81	247	158	233
B4U62_13955	7596	7560	6939	6554	7338	5561	5072	4104	3593	5245	5795	8505	3116	3888	3933	194	195	429	1678	1991	215	6680	1618	1449	1739	3267	4190	3883	9323	5995	8838
B4U62_13960	3016	3289	2999	2891	2844	2486	2055	1508	1473	2086	2097	3517	996	1160	1349	25	24	148	625	703	48	2785	767	676	1032	993	1851	1389	4151	2656	3812
B4U62_13965	4204	3832	2956	3098	3706	2554	2300	1035	868	1154	1803	5887	943	985	563	12	8	68	456	510	21	3913	188	207	232	1288	1706	1612	3657	2729	3574
B4U62_13970	9128	10696	8927	8516	10092	7875	6335	2426	2589	2969	5081	12805	2298	2864	1260	31	29	193	1113	1067	50	8271	527	508	710	7126	6599	7786	8245	6070	7972
B4U62_13975	51	345	278	275	560	578	403	347	357	531	396	60	371	387	616	209	177	394	342	764	33	37	331	318	658	72	84	60	69	57	51
B4U62_13980	30	119	98	81	142	188	143	91	109	166	103	45	94	122	220	30	45	138	123	327	9	41	98	85	214	18	23	26	48	32	37
B4U62_13985	64	83	92	93	130	151	134	99	129	171	104	71	111	129	225	80	77	176	197	311	17	40	111	117	142	46	46	34	53	22	40
B4U62_13990	1	4	6	4	11	6	6	8	4	14	8	2	6	10	12	10	11	25	15	29	0	2	4	9	12	3	1	1	3	1	3
B4U62_13995	2	7	7	13	10	26	13	19	14	24	16	4	18	18	35	18	9	20	22	40	0	9	6	11	14	2	1	2	5	4	3
B4U62_14000	38	146	130	134	275	292	217	238	224	295	221	43	304	334	444	197	160	257	394	533	17	18	91	96	246	48	54	40	84	53	63
B4U62_14005	8	11	23	13	16	23	24	20	18	19	28	2	22	20	39	15	9	31	43	63	0	4	8	12	12	2	1	1	7	3	9
B4U62_14010	15	59	44	36	58	74	50	47	51	54	71	24	61	70	120	40	54	50	104	131	3	21	33	33	45	8	8	5	21	10	18
B4U62_14015	12	26	37	26	23	58	27	36	32	57	26	15	32	37	68	26	31	34	61	66	1	12	23	24	148	13	3	12	9	5	19
B4U62_14020	0	3	3	5	6	4	2	3	5	6	1	0	4	4	2	2	1	0	0	10	0	1	6	6	33	1	1	1	1	1	5
B4U62_14025	2	13	4	3	11	16	13	7	2	3	15	3	6	3	11	1	0	7	5	4	0	3	1	2	9	1	4	6	5	5	11
B4U62_14030	13	34	43	42	51	62	29	48	52	67	37	18	46	43	77	9	7	5	8	17	1	19	12	5	45	10	9	7	19	17	23
B4U62_14035	4	33	19	37	47	44	40	80	50	98	39	6	49	52	146	16	19	4	8	16	1	7	4	12	34	5	5	2	6	7	5
B4U62_14040	171	306	320	273	432	424	314	322	317	484	409	195	380	385	646	77	100	130	287	318	9	145	213	257	715	114	100	76	156	115	159
B4U62_14045	0	4	4	0	3	5	3	1	1	5	1	0	2	6	4	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0
B4U62_14050	6	21	22	25	30	47	20	41	32	46	40	3	38	34	30	0	6	3	1	5	1	5	2	6	23	3	1	2	8	4	3
B4U62_14055	4808	36155	51242	40572	8716	4679	6756	5284	4547	6551	6078	5649	2105	3958	2014	161	256	989	3552	5772	157	4965	1102	787	1028	16984	27031	35528	29263	24752	21171
B4U62_14060	3210	23264	26810	31497	15448	9270	11398	4973	4036	5398	7579	4300	3375	6182	8787	2189	2665	3097	7199	10840	582	3211	3412	2038	3412	5107	6604	7739	13957	11414	9480
B4U62_14065	182	287	360	315	316	376	267	365	356	598	354	200	329	355	848	58	46	367	434	979	76	156	126	119	155	100	122	125	258	159	228
B4U62_14070	31	204	190	150	226	272	213	275	323	421	216	44	234	255	717	26	33	204	422	828	56	30	120	96	270	33	30	38	47	39	50
B4U62_14075	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	4	1	0	0	0	2	4	2	0	0	0	0	0
B4U62_14080	5	13	13	14	13	35	17	30	24	25	24	6	15	20	27	7	5	3	2	5	1	2	8	4	30	7	6	7	5	4	9
B4U62_14085	8	37	36	32	53	57	48	45	50	72	52	14	56	44	69	22	7	8	16	26	0	13	16	23	113	16	8	9	17	13	27
B4U62_14090	10	12	10	6	9	7	9	5	6	7	5	11	7	10	20	1	0	2	0	3	1	10	1	4	12	2	2	0	3	1	2
B4U62_14095	144	43	38	40	54	55	41	34	46	42	37	205	39	30	42	2	3	0	19	10	1	157	7	4	7	23	38	27	85	48	88
B4U62_14100	55	27	25	23	43	35	39	23	12	21	19	66	21	21	24	2	0	1	13	9	0	73	14	10	26	20	34	13	49	37	33
B4U62_14105	60	115	132	115	167	116	99	102	86	103	108	69	108	117	193	23	26	27	66	74	5	58	53	54	146	57	78	65	101	55	82
B4U62_14110	43	107	96	80	96	83	53	68	41	71	79	57	64	57	58	7	7	14	46	39	1	37	44	60	211	85	64	58	82	59	64
B4U62_14115	2200	1432	988	1440	547	479	525	225	180	225	185	2873	101	125	110	5	0	45	158	105	3	2372	7	28	107	124	646	364	4358	2302	2167
B4U62_14120	47	58	60	43	88	79	53	51	48	71	64	70	34	60	90	9	4	25	47	65	4	40	31	24	107	35	25	25	46	24	42
B4U62_14125	56	87	73	61	137	123	93	125	96	144	92	73	88	90	133	9	7	13	20	50	4	58	37	37	132	22	24	25	46	25	56
B4U62_14130	140	88	73	67	121	81	52	62	44	85	87	172	74	72	87	9	5	11	36	45	0	143	39	31	113	71	90	69	137	107	159
B4U62_14135	200	99	75	99	112	96	64	85	68	99	83	251	81	88	75	7	12	15	34	36	5	177	30	49	73	135	135	129	199	162	221
B4U62_14140	848	245	177	209	163	103	122	98	99	115	106	1103	65	110	53	1	0	19	57	71	0	885	30	35	133	247	1037	405	880	656	961
B4U62_14145	4	10	2	7	7	13	4	10	7	10	4	4	7	5	10	1	2	0	6	12	0	10	1	4	44	2	4	0	7	8	6
B4U62_14150	5565	8115	6456	7302	5962	5075	4094	3594	2911	4471	3469	6942	1944	2305	2028	100	70	350	1334	1685	180	5286	441	404	532	5284	7459	6331	13028	8010	10059
B4U62_14155	140	537	527	523	459	513	329	466	353	507	466	121	308	317	398	70	57	98	258	251	28	114	78	79	94	410	397	398	433	316	432
B4U62_14160	46	86	71	79	105	119	70	135	101	154	140	89	140	124	165	13	13	28	56	34	5	47	9	5	56	19	39	42	74	64	62
B4U62_14165	1	8	6	14	17	18	14	12	12	23	21	1	23	8	15	1	1	1	6	3	0	4	3	1	6	3	1	1	1	1	1
B4U62_14170	10	27	28	28	34	34	23	22	18	35	33	8	34	30	68	2	12	47	64	52	2	17	15	17	52	13	10	14	20	8	16
B4U62_14175	30	47	66	68	97	103	64	51	70	80	97	35	84	74	134	14	17	49	110	121	10	32	57	50	87	21	25	22	39	26	32
B4U62_14180	19	22	32	21	62	53	37	43	50	46	47	14	66	72	87	69	61	35	79	116	4	17	105	94	172	12	12	18	25	20	17
B4U62_14185	11	29	37	51	78	65	56	73	60	70	60	6	86	76	83	82	84	30	93	96	7	13	86	79	183	8	13	13	23	17	12
B4U62_14190	14	7	10	5	6	7	2	6	10	12	8	9	5	13	14	1	1	0	9	3	0	16	1	5	53	5	4	4	8	4	9
B4U62_14195	2	5	4	5	7	3	4	8	4	11	3	5	5	5	20	0	2	1	4	3	0	6	1	1	12	3	1	3	4	3	3
B4U62_14200	3	2	6	5	5	8	1	13	10	5	8	4	4	5	14	1	0	2	3	3	0	2	3	1	11	5	7	2	6	6	9
B4U62_14205	1	6	0	2	5	11	3	2	7	4	8	0	4	8	5	0	2	0	0	0	0	0	0	2	5	0	0	0	4	1	2
B4U62_14210	5	17	13	16	28	34	30	22	30	46	34	2	24	26	19	1	3	3	2	10	1	6	4	4	36	9	4	4	11	8	12
B4U62_14215	2033	2684	2002	2925	927	680	677	423	397	521	452	2683	237	300	227	7	12	47	241	284	10	2198	73	65	175	758	1582	1543	6087	3419	3572
B4U62_14220	61	115	69	102	97	92	96	109	72	83	76	76	87	91	77	1	5	4	20	50	9	65	40	51	128	81	140	91	184	111	131
B4U62_14225	79	343	382	279	394	391	285	294	246	330	472	99	273	245	302	34	20	61	187	169	13	83	196	120	295	648	537	508	287	235	278
B4U62_14230	84	180	153	192	255	234	180	204	160	235	184	109	156	171	200	4	1	4	52	48	2	109	5	8	23	20	36	28	118	70	84
B4U62_14235	54	166	245	174	305	327	252	395	294	490	398	51	392	413	370	34	23	9	47	38	3	46	6	10	56	17	22	20	36	25	43
B4U62_14240	40	82	60	70	71	70	56	87	60	70	56	53	69	60	89	4	7	1	21	26	1	35	1	3	15	19	28	31	51	32	77
B4U62_14245	10	14	16	9	19	29	22	34	27	45	27	2	56	40	47	1	1	4	3	8	0	4	0	1	26	1	1	1	3	1	0
B4U62_14250	92	251	219	210	372	397	356	290	277	396	359	99	329	330	772	28	37	119	172	318	14	82	75	74	109	50	51	35	102	54	79
B4U62_14255	217	663	605	491	891	989	802	557	495	785	701	217	626	663	1802	162	194	467	543	1070	51	187	364	323	499	157	140	108	157	129	179
B4U62_14260	81	127	154	119	165	157	126	109	115	166	173	95	135	133	180	11	13	12	61	76	1	76	15	33	134	46	53	67	60	43	75
B4U62_14265	253	461	492	461	619	635	461	461	355	574	597	276	488	479	712	85	93	136	261	318	25	220	248	193	326	163	149	175	237	160	228
B4U62_14270	279	464	408	386	566	560	448	400	377	509	496	294	357	356	558	25	20	89	193	184	15	235	266	188	349	157	215	160	211	154	261
B4U62_14275	642	970	1279	857	828	595	493	612	489	652	582	672	602	750	629	102	75	141	434	505	56	513	150	125	180	735	776	630	707	513	763
B4U62_14280	637	914	896	798	888	697	631	529	417	612	600	670	556	591	635	16	10	49	282	514	51	589	136	157	223	143	456	316	1017	658	745
B4U62_14285	63	161	178	151	271	240	218	185	159	262	243	97	297	274	320	96	63	93	245	237	20	57	93	58	153	39	52	37	91	61	81
B4U62_14290	12	29	20	30	62	43	56	38	39	36	37	9	39	55	94	38	45	29	84	50	5	11	32	30	56	5	9	6	17	11	20
B4U62_14295	25	98	95	84	160	178	99	104	107	140	131	36	221	161	301	116	109	120	189	204	21	26	112	130	306	29	23	19	29	24	30
B4U62_14300	4	2	3	4	4	7	4	12	6	8	4	2	7	9	14	3	5	3	15	8	0	1	6	12	23	1	1	2	3	1	0
B4U62_14305	9	14	18	10	26	22	18	14	19	26	23	13	32	16	43	14	19	17	35	44	9	11	50	36	104	4	6	6	3	3	10
B4U62_14310	1	0	2	0	0	1	1	2	2	1	1	0	0	2	2	0	0	2	0	4	2	2	0	2	3	0	1	0	0	1	0
B4U62_14315	7	9	6	8	14	11	9	17	7	12	9	14	15	13	19	6	7	15	21	25	3	12	10	6	52	5	2	2	11	3	7
B4U62_14320	837	956	918	1016	823	840	564	561	481	753	532	1047	449	434	429	14	10	36	111	145	25	811	49	24	56	172	345	342	1182	736	734
B4U62_14325	180	222	212	213	357	374	281	340	326	542	264	227	349	293	326	4	1	12	41	64	6	175	7	11	38	19	59	30	198	120	159
B4U62_14330	54	278	191	288	622	648	430	604	514	877	499	54	667	546	513	15	11	18	50	59	8	40	13	16	35	11	23	16	64	40	55
B4U62_14335	1319	6403	5760	7464	15634	18209	11108	12783	12786	18430	11427	1721	13997	11617	7331	413	259	335	905	1111	92	1289	296	292	364	564	1035	846	2146	1282	1937
B4U62_14340	28	47	43	39	41	58	37	51	43	53	38	29	27	34	61	1	0	0	2	11	2	20	3	9	10	4	9	8	37	13	18
B4U62_14345	24	34	35	30	32	47	46	30	39	44	35	24	32	27	59	3	3	7	4	13	0	14	2	1	6	5	10	5	15	11	25
B4U62_14350	83	148	124	124	160	162	98	159	144	174	137	122	136	137	174	4	2	7	32	62	3	73	13	29	109	35	53	44	88	59	85
B4U62_14355	77	199	195	184	223	229	171	183	183	274	293	79	256	264	285	41	47	56	147	186	18	83	451	409	521	53	63	47	98	69	92
B4U62_14360	58	157	112	127	168	152	122	120	93	165	140	56	126	139	116	9	20	53	70	107	15	64	173	161	218	22	42	31	54	45	63
B4U62_14365	413	1732	1119	1317	882	844	638	895	723	1105	1083	485	1040	1029	496	62	56	208	432	718	58	382	1817	1530	1858	467	494	473	653	437	574
B4U62_14370	5	8	6	2	7	4	7	2	1	1	4	8	2	0	4	1	0	0	1	4	3	1	0	6	30	1	1	1	6	5	2
B4U62_14375	23	38	43	30	79	80	67	48	39	61	44	24	62	53	74	7	2	16	40	63	1	20	15	28	181	2	16	8	22	11	18
B4U62_14380	247	341	334	229	231	266	186	225	238	386	225	297	213	221	417	27	13	50	183	191	24	227	153	132	276	120	132	88	242	164	231
B4U62_14385	162	204	153	167	135	145	85	259	168	250	155	179	278	227	229	20	23	48	156	169	19	162	61	79	419	94	109	90	211	107	171
B4U62_14390	133	209	111	170	137	129	97	225	150	213	110	208	312	205	114	5	7	19	70	79	9	139	22	30	133	89	87	83	226	124	135
B4U62_14395	126	172	165	142	172	172	126	84	83	129	67	138	66	77	67	1	1	5	27	36	8	116	147	87	224	31	36	34	176	87	111
B4U62_14400	325	408	422	411	620	567	471	408	440	594	698	357	450	477	638	27	21	65	197	171	9	317	68	68	236	117	124	148	312	158	276
B4U62_14405	305	381	384	459	319	241	244	181	127	227	184	324	124	153	301	7	19	55	75	150	15	314	45	35	44	105	227	239	465	287	356
B4U62_14410	735	667	623	623	714	612	559	453	384	580	500	713	417	402	654	50	38	98	204	296	27	682	143	132	220	232	336	290	682	464	621
B4U62_14415	150	237	184	196	157	117	86	99	82	97	120	167	77	90	109	10	9	25	51	52	2	157	79	76	161	186	175	202	208	164	177
B4U62_14420	270	297	314	272	273	245	198	202	192	260	286	286	202	194	276	24	30	41	151	104	6	263	64	59	183	127	165	147	348	186	290
B4U62_14425	258	231	216	218	200	189	148	151	161	230	184	280	127	154	227	23	22	69	172	150	10	254	23	14	52	106	148	128	257	159	233
B4U62_14430	137	113	86	133	86	87	64	48	45	91	40	168	36	43	70	10	5	10	62	47	5	115	8	19	131	27	55	50	180	119	146
B4U62_14435	236	1494	1533	1428	3241	3225	2536	2530	2253	3658	1937	262	1754	1658	4254	145	90	90	285	325	14	245	36	43	125	98	134	98	194	151	189
B4U62_14440	55	256	251	218	472	501	371	405	411	610	307	54	180	174	563	17	9	11	62	52	1	60	9	16	57	17	26	29	49	24	51
B4U62_14445	589	267	285	297	210	216	150	126	132	172	175	676	108	143	87	3	3	20	79	71	2	469	14	23	194	115	166	142	588	357	423
B4U62_14450	1289	468	349	499	373	317	265	178	151	217	188	1580	132	137	124	4	3	22	98	109	16	1167	32	21	47	120	256	198	779	422	505
B4U62_14455	2238	4364	4074	4179	6690	6100	4293	4591	4015	5720	2830	2872	1745	1981	4480	186	106	532	1354	2484	380	2134	241	250	276	1517	1665	1628	4025	2239	3139
B4U62_14460	2125	2751	2502	2533	2537	2088	1680	1472	1236	1790	1640	2502	948	1024	1610	41	36	127	648	1031	149	2023	294	272	467	1097	1346	1258	2955	1808	2392
B4U62_14465	2572	3900	3288	3104	2960	3196	2463	1846	1714	2589	2920	3004	1899	2115	3808	373	483	1828	2010	3993	446	2330	1033	957	1472	4380	3388	3448	2713	1612	2456
B4U62_14470	12	14	24	17	24	37	22	29	24	30	23	17	25	11	46	4	2	13	32	27	1	11	8	25	116	2	10	12	24	11	16
B4U62_14475	4	5	2	2	5	6	7	5	2	10	4	0	3	3	20	0	0	5	2	1	0	1	0	2	4	0	1	0	1	0	4
B4U62_14480	765	786	653	726	737	709	586	458	396	618	489	906	383	357	693	18	11	76	206	336	28	677	118	96	273	223	347	309	855	457	685
B4U62_14485	14452	31207	28308	23875	21696	25240	18964	16605	17495	32885	16843	15380	9138	10674	29031	1702	1733	2519	6203	8219	549	11809	2471	2048	3187	14613	11952	12573	13556	9738	12748
B4U62_14490	705	14895	24608	31279	13781	15551	12668	15638	22645	25391	10779	693	17475	15294	12195	4962	8146	4650	10335	7529	936	539	363	281	325	400	560	467	832	596	624
B4U62_14495	165	12818	10523	9112	4256	5152	4119	2587	3176	6084	522	201	927	1107	358	31	43	78	901	919	10	149	25	50	73	73	132	50	5122	2388	4092
B4U62_14500	105	170	160	144	161	175	127	143	136	213	135	134	129	122	167	28	28	42	145	121	12	88	16	16	25	49	57	57	107	71	99
B4U62_14505	121	203	199	144	174	176	121	282	278	342	215	95	249	232	244	340	384	155	407	321	13	99	42	62	102	225	171	165	112	74	92
B4U62_14510	645	626	705	659	690	587	509	441	407	516	511	664	498	464	858	578	541	603	2201	1862	162	574	113	91	207	278	367	299	663	444	605
B4U62_14515	400	434	455	377	313	304	228	247	190	279	170	484	156	148	198	9	7	18	108	98	12	364	18	22	95	278	350	310	581	380	517
B4U62_14520	106	268	413	295	256	274	183	200	166	287	350	166	224	212	592	381	393	305	902	752	31	141	61	57	110	69	122	93	213	154	244
B4U62_14525	1866	28806	25187	21521	35653	26075	22647	15500	12735	17832	34757	2157	14416	15418	7811	1310	1518	978	3594	3256	163	1492	6935	5829	8528	35543	26217	28976	20094	16208	19073
B4U62_14530	2997	5968	4440	5770	4545	3327	2825	1404	1291	1730	2111	4225	928	976	1025	58	37	170	883	1531	100	3061	539	395	506	1917	3008	3144	9681	6219	6166
B4U62_14535	286	743	699	699	969	839	749	717	655	994	700	363	650	564	1038	153	150	102	373	323	30	249	651	505	793	443	318	378	472	344	481
B4U62_14540	522	581	608	658	825	554	542	409	373	473	517	713	725	681	659	420	491	175	408	392	38	441	21225	16465	27275	1145	811	884	343	312	335
B4U62_14545	218	215	252	167	225	166	150	150	121	166	158	298	182	209	226	173	177	44	131	109	6	197	4490	3564	5951	353	194	254	122	98	124
B4U62_14550	223	425	360	368	403	322	270	248	196	300	246	290	179	229	221	9	7	21	109	93	6	224	51	39	112	323	312	358	441	273	314
B4U62_14555	22	165	166	196	384	368	277	297	267	415	281	19	266	231	398	22	39	915	852	684	601	22	22	26	29	12	20	12	57	32	31
B4U62_14560	23	207	193	190	500	541	405	388	343	585	404	29	386	373	514	58	50	520	483	311	185	16	15	16	19	12	17	26	48	33	31
B4U62_14565	71	612	447	519	1553	1732	1264	1269	1142	1756	1150	66	1101	1044	1627	134	128	423	452	409	140	50	70	66	164	45	38	48	69	60	56
B4U62_14570	15	52	68	50	161	160	117	129	110	171	95	9	88	79	173	12	10	682	541	592	708	12	12	10	17	6	5	4	7	5	11
B4U62_14575	94	320	227	225	717	714	497	548	530	824	432	111	545	532	672	31	45	486	500	507	454	79	66	43	73	47	49	56	54	34	46
B4U62_14580	369	217	235	188	398	335	300	261	279	314	219	433	207	198	237	41	23	29	98	173	15	327	838	476	894	212	166	144	117	77	118
B4U62_14585	20	67	72	55	120	109	87	88	80	120	50	17	59	66	78	8	15	22	31	58	2	15	6	13	24	18	23	22	39	24	38
B4U62_14590	2251	814	850	738	1285	1104	983	728	691	986	703	2386	647	645	993	195	224	232	484	494	74	2049	1012	739	1300	1557	1091	1017	561	393	619
B4U62_14595	4361	4490	3754	4171	4333	5108	3881	2408	1855	2887	3780	4585	2243	2329	3001	204	226	585	1183	1426	136	3775	1379	1038	1617	3084	2696	2608	3915	2285	3114
B4U62_14600	273	1951	1800	1153	7429	5326	5589	10580	9892	10676	1379	253	1333	1414	1877	2035	2414	1967	4684	4284	980	232	2521	1908	3372	301	248	245	329	235	389
B4U62_14605	202	673	675	376	2333	1735	1848	4103	3701	4091	327	151	251	320	364	594	752	602	1637	1348	355	177	1037	713	1440	182	129	138	163	125	213
B4U62_14610	149	738	565	415	2099	1432	1624	3195	2922	3414	289	142	203	294	308	489	645	569	1299	1318	329	140	277	224	378	149	145	178	204	162	219
B4U62_14615	93	366	297	183	1284	962	1030	2244	1894	2095	203	83	157	207	177	313	328	283	834	718	228	80	121	92	143	64	68	71	82	77	101
B4U62_14620	129	415	400	215	1623	1229	1366	2322	2185	2498	278	128	169	199	187	151	132	188	598	751	350	109	53	50	93	77	66	74	84	98	147
B4U62_14625	1934	2339	2334	2097	2789	2333	2005	1498	1304	1822	2302	2073	1469	1551	2064	227	218	349	1227	1255	97	1823	2659	2152	3302	1157	1135	1154	1898	1249	1894
B4U62_14630	521	512	438	430	550	469	363	318	293	396	522	550	353	394	478	102	83	81	223	190	10	503	319	250	454	245	291	228	385	261	332
B4U62_14635	547	186	165	193	244	215	172	221	182	272	416	678	287	265	422	47	31	117	474	397	131	513	105	70	110	92	213	132	306	205	296
B4U62_14640	633	609	534	520	695	681	577	547	513	705	730	728	414	467	643	30	21	54	169	177	10	598	37	48	114	190	197	164	364	233	390
B4U62_14645	51	21	25	20	41	45	38	42	44	40	38	44	38	27	35	2	2	2	9	16	4	26	5	12	12	11	9	4	12	8	10
B4U62_14650	139	164	131	154	275	332	207	231	206	264	205	121	164	149	224	10	11	4	95	97	3	75	30	37	108	40	51	36	43	35	42
B4U62_14655	466	456	443	469	539	432	343	528	420	698	539	455	513	435	524	84	81	121	291	279	31	373	204	140	310	195	155	160	311	185	286
B4U62_14660	172	225	177	200	218	212	166	177	165	219	116	159	105	116	180	12	15	39	78	183	16	123	156	111	268	45	59	62	89	66	65
B4U62_14665	4297	5432	4176	4197	2226	2073	1718	4285	3159	6446	2843	3814	3262	2927	2522	720	844	1009	2528	2567	154	3142	6657	4735	8414	2045	1672	1412	1906	1064	1676
B4U62_14670	816	969	780	788	420	515	311	778	688	1258	425	871	453	432	342	42	32	94	360	409	32	659	74	61	79	234	299	231	453	257	360
B4U62_14675	286	193	134	203	140	145	104	191	177	228	194	209	161	143	121	13	9	58	175	378	45	174	45	36	66	40	49	54	116	57	60
B4U62_14680	246	1665	1618	1284	2085	2395	1636	3920	3482	5937	1050	322	11082	8088	5355	786	990	460	425	469	42	257	314	218	389	277	360	317	574	380	504
B4U62_14685	1041	1921	1483	1538	859	815	671	804	729	1119	379	983	168	200	489	54	67	215	619	513	29	930	85	61	167	216	209	179	219	185	252
B4U62_14690	1405	1148	1073	999	778	672	552	451	354	629	394	1711	196	224	310	16	18	40	131	186	9	1249	91	61	140	225	400	274	727	413	525
B4U62_14695	2585	26263	23169	23419	18322	11561	11355	8485	7285	10035	6683	2225	3514	3591	5048	755	946	1239	5742	4172	233	2537	8653	6502	10559	1446	1121	1068	2154	1171	1535
B4U62_14700	415	4227	3376	3814	2936	1666	1903	1276	1004	1386	996	370	441	590	703	78	88	127	728	645	24	402	2238	1567	2839	295	243	266	303	208	290
B4U62_14705	939	1154	1176	1338	1009	854	774	439	332	631	702	1017	671	585	1523	56	52	364	824	753	158	931	62	74	89	1079	2122	1984	2642	1834	2307
B4U62_14710	1238	2418	2016	1792	3957	3980	3197	2152	1797	3019	4211	1213	4461	3381	9910	517	527	2033	4143	3058	659	962	231	217	375	5112	5148	4565	5470	3874	7204
B4U62_14715	984	1559	1505	1257	2690	2708	2165	1563	1169	2085	2981	906	3087	2460	6706	242	220	955	2489	1733	260	775	99	73	145	3245	3360	2918	3646	2398	4365
B4U62_14720	5170	6109	4972	5457	8039	7932	5833	7434	5866	9232	8647	6614	7222	5964	10227	489	721	1482	3387	3027	381	4803	280	290	452	4156	4561	3961	7840	5129	8093
B4U62_14725	2339	2347	2114	1920	3745	3864	2993	1961	1482	2480	3885	2658	3890	3077	8351	250	302	1585	3470	3185	592	2078	72	44	104	3954	4318	3728	5903	4063	7031
B4U62_14730	294	605	750	706	1040	1147	842	1269	968	1604	664	275	772	704	831	32	26	41	152	192	9	188	90	93	126	176	325	271	259	190	332
B4U62_14735	3566	4518	5060	4100	5732	5032	4209	4750	3669	5812	6326	4054	4637	5275	6397	406	324	746	2463	2637	204	2898	900	667	903	1429	1677	1485	2974	1855	2599
B4U62_14740	355	1651	2023	1435	2957	2935	2163	3732	2968	4375	3403	350	2514	2660	3856	256	215	214	610	780	33	272	348	224	483	227	216	187	228	158	255
B4U62_14745	18451	9906	8544	7972	5781	5963	4712	4434	3527	5510	5078	23679	2690	3296	3597	179	239	480	1618	1886	105	16281	411	354	519	6374	7774	6373	10149	6705	11362
